,Invoice Date,Product,Region,Retailer,Sales Method,State,Price per Unit,Total Sales,Units Sold
5408,2021-06-18,Men's Street Footwear,South,Foot Locker,Online,Mississippi,44,92.0,21.0
5409,2021-04-17,Men's Street Footwear,South,Foot Locker,Online,Mississippi,23,39.0,17.0
5410,2021-03-16,Men's Street Footwear,South,Foot Locker,Online,Mississippi,23,43.0,19.0
5411,2021-05-16,Men's Street Footwear,South,Foot Locker,Online,Mississippi,39,76.0,19.0
5412,2021-05-21,Men's Street Footwear,South,Foot Locker,Online,Tennessee,32,38.0,12.0
5413,2021-10-22,Men's Street Footwear,South,Foot Locker,Online,Texas,44,49.0,11.0
5414,2021-03-16,Women's Apparel,South,Foot Locker,Online,Mississippi,25,1063.0,43.0
5415,2021-02-18,Women's Apparel,South,Foot Locker,Online,Mississippi,25,1250.0,50.0
5416,2021-04-17,Women's Apparel,South,Foot Locker,Online,Mississippi,30,1425.0,48.0
5417,2021-05-16,Women's Apparel,South,Foot Locker,Online,Mississippi,50,2500.0,50.0
5418,2021-06-18,Women's Apparel,South,Foot Locker,Online,Mississippi,65,3594.5,63.0
5419,2021-02-18,Women's Apparel,South,Foot Locker,Online,Mississippi,24,30.0,13.0
5420,2021-04-17,Women's Apparel,South,Foot Locker,Online,Mississippi,28,35.0,12.0
5421,2021-03-16,Women's Apparel,South,Foot Locker,Online,Mississippi,24,30.0,12.0
5422,2021-06-18,Women's Apparel,South,Foot Locker,Online,Mississippi,60,113.0,19.0
5423,2021-05-16,Women's Apparel,South,Foot Locker,Online,Mississippi,47,66.0,14.0
5424,2021-03-16,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,20,550.0,28.0
5425,2021-04-17,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,20,600.0,30.0
5426,2021-02-18,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,25,813.0,33.0
5427,2021-05-16,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,35,1313.0,38.0
5428,2021-06-18,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,45,2025.0,45.0
5429,2021-02-18,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,25,23.0,9.0
5430,2021-06-18,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,43,50.0,12.0
5431,2021-05-16,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,33,33.0,10.0
5432,2021-04-17,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,19,14.0,8.0
5433,2021-03-16,Women's Athletic Footwear,South,Foot Locker,Online,Mississippi,19,15.0,8.0
5434,2021-05-24,Women's Athletic Footwear,South,Foot Locker,Online,Tennessee,27,5.0,2.0
5435,2021-10-25,Women's Athletic Footwear,South,Foot Locker,Online,Texas,38,7.0,2.0
5436,2021-04-17,Women's Street Footwear,South,Foot Locker,Online,Mississippi,15,563.0,38.0
5437,2021-03-16,Women's Street Footwear,South,Foot Locker,Online,Mississippi,15,638.0,43.0
5438,2021-05-16,Women's Street Footwear,South,Foot Locker,Online,Mississippi,35,1488.0,43.0
5439,2021-06-18,Women's Street Footwear,South,Foot Locker,Online,Mississippi,45,2138.0,48.0
5440,2021-03-16,Women's Street Footwear,South,Foot Locker,Online,Mississippi,14,18.0,13.0
5441,2021-05-16,Women's Street Footwear,South,Foot Locker,Online,Mississippi,33,39.0,12.0
5442,2021-04-17,Women's Street Footwear,South,Foot Locker,Online,Mississippi,14,14.0,10.0
5443,2021-06-18,Women's Street Footwear,South,Foot Locker,Online,Mississippi,41,59.0,14.0
5444,2021-05-23,Women's Street Footwear,South,Foot Locker,Online,Tennessee,24,16.0,7.0
5445,2021-10-24,Women's Street Footwear,South,Foot Locker,Online,Texas,33,18.0,6.0
5446,2021-12-16,Men's Apparel,South,Sports Direct,Online,Mississippi,70,3325.0,48.0
5447,2021-11-17,Men's Apparel,South,Sports Direct,Online,Mississippi,75,3188.0,43.0
5448,2021-11-17,Men's Apparel,South,Sports Direct,Online,Mississippi,71,87.0,12.0
5449,2021-12-16,Men's Apparel,South,Sports Direct,Online,Mississippi,65,81.0,12.0
5450,2021-11-17,Men's Athletic Footwear,South,Sports Direct,Online,Mississippi,20,900.0,45.0
5451,2021-12-16,Men's Athletic Footwear,South,Sports Direct,Online,Mississippi,60,3450.0,58.0
5452,2021-11-17,Men's Athletic Footwear,South,Sports Direct,Online,Mississippi,18,21.0,12.0
5453,2021-12-16,Men's Athletic Footwear,South,Sports Direct,Online,Mississippi,58,90.0,16.0
5454,2021-11-17,Men's Street Footwear,South,Sports Direct,Online,Mississippi,30,1875.0,63.0
5455,2021-12-16,Men's Street Footwear,South,Sports Direct,Online,Mississippi,70,3594.5,71.0
5456,2021-12-16,Men's Street Footwear,South,Sports Direct,Online,Mississippi,68,132.0,19.0
5457,2021-11-17,Men's Street Footwear,South,Sports Direct,Online,Mississippi,28,46.0,16.0
5458,2021-10-18,Women's Apparel,South,Sports Direct,Online,Mississippi,35,1663.0,48.0
5459,2021-11-17,Women's Apparel,South,Sports Direct,Online,Mississippi,75,3594.5,53.0
5460,2021-12-16,Women's Apparel,South,Sports Direct,Online,Mississippi,75,3594.5,58.0
5461,2021-11-17,Women's Apparel,South,Sports Direct,Online,Mississippi,68,107.0,16.0
5462,2021-12-16,Women's Apparel,South,Sports Direct,Online,Mississippi,71,102.0,14.0
5463,2021-10-18,Women's Apparel,South,Sports Direct,Online,Mississippi,33,41.0,12.0
5464,2021-12-16,Women's Athletic Footwear,South,Sports Direct,Online,Mississippi,60,2850.0,48.0
5465,2021-11-17,Women's Athletic Footwear,South,Sports Direct,Online,Mississippi,60,2700.0,45.0
5466,2021-12-16,Women's Athletic Footwear,South,Sports Direct,Online,Mississippi,56,74.0,13.0
5467,2021-11-17,Women's Athletic Footwear,South,Sports Direct,Online,Mississippi,54,63.0,12.0
5468,2021-11-17,Women's Street Footwear,South,Sports Direct,Online,Mississippi,30,1185.0,40.0
5469,2021-12-16,Women's Street Footwear,South,Sports Direct,Online,Mississippi,60,3150.0,53.0
5470,2021-11-17,Women's Street Footwear,South,Sports Direct,Online,Mississippi,28,31.0,11.0
5471,2021-12-16,Women's Street Footwear,South,Sports Direct,Online,Mississippi,59,81.0,14.0
5472,2021-09-16,Men's Apparel,South,Walmart,Online,Mississippi,30,1200.0,40.0
5473,2021-10-18,Men's Apparel,South,Walmart,Online,Mississippi,35,1225.0,35.0
5474,2021-08-17,Men's Apparel,South,Walmart,Online,Mississippi,50,2250.0,45.0
5475,2021-07-16,Men's Apparel,South,Walmart,Online,Mississippi,60,3000.0,50.0
5476,2021-08-17,Men's Apparel,South,Walmart,Online,Mississippi,46,56.0,12.0
5477,2021-09-16,Men's Apparel,South,Walmart,Online,Mississippi,29,31.0,11.0
5478,2021-07-16,Men's Apparel,South,Walmart,Online,Mississippi,59,89.0,15.0
5479,2021-10-18,Men's Apparel,South,Walmart,Online,Mississippi,32,31.0,10.0
5480,2021-10-18,Men's Athletic Footwear,South,Walmart,Online,Mississippi,25,1250.0,50.0
5481,2021-09-16,Men's Athletic Footwear,South,Walmart,Online,Mississippi,45,2363.0,53.0
5482,2021-07-16,Men's Athletic Footwear,South,Walmart,Online,Mississippi,55,3300.0,60.0
5483,2021-08-17,Men's Athletic Footwear,South,Walmart,Online,Mississippi,55,3300.0,60.0
5484,2021-10-18,Men's Athletic Footwear,South,Walmart,Online,Mississippi,25,36.0,15.0
5485,2021-09-16,Men's Athletic Footwear,South,Walmart,Online,Mississippi,42,62.0,15.0
5486,2021-07-16,Men's Athletic Footwear,South,Walmart,Online,Mississippi,53,83.0,16.0
5487,2021-08-17,Men's Athletic Footwear,South,Walmart,Online,Mississippi,50,84.0,17.0
5488,2021-10-18,Men's Street Footwear,South,Walmart,Online,Mississippi,35,2363.0,68.0
5489,2021-09-16,Men's Street Footwear,South,Walmart,Online,Mississippi,50,3594.5,71.0
5490,2021-08-17,Men's Street Footwear,South,Walmart,Online,Mississippi,60,3594.5,71.0
5491,2021-10-18,Men's Street Footwear,South,Walmart,Online,Mississippi,32,56.0,18.0
5492,2021-09-16,Men's Street Footwear,South,Walmart,Online,Mississippi,47,95.0,20.0
5493,2021-08-17,Men's Street Footwear,South,Walmart,Online,Mississippi,56,120.0,22.0
5494,2021-09-16,Women's Apparel,South,Walmart,Online,Mississippi,35,1750.0,50.0
5495,2021-08-17,Women's Apparel,South,Walmart,Online,Mississippi,55,3438.0,63.0
5496,2021-07-16,Women's Apparel,South,Walmart,Online,Mississippi,65,3594.5,68.0
5497,2021-07-16,Women's Apparel,South,Walmart,Online,Mississippi,61,107.0,18.0
5498,2021-09-16,Women's Apparel,South,Walmart,Online,Mississippi,32,42.0,13.0
5499,2021-08-17,Women's Apparel,South,Walmart,Online,Mississippi,53,90.0,17.0
5500,2021-09-16,Women's Athletic Footwear,South,Walmart,Online,Mississippi,20,800.0,40.0
5501,2021-10-18,Women's Athletic Footwear,South,Walmart,Online,Mississippi,25,875.0,35.0
5502,2021-08-17,Women's Athletic Footwear,South,Walmart,Online,Mississippi,40,1900.0,48.0
5503,2021-07-16,Women's Athletic Footwear,South,Walmart,Online,Mississippi,50,2375.0,48.0
5504,2021-10-18,Women's Athletic Footwear,South,Walmart,Online,Mississippi,23,24.0,11.0
5505,2021-08-17,Women's Athletic Footwear,South,Walmart,Online,Mississippi,39,50.0,13.0
5506,2021-07-16,Women's Athletic Footwear,South,Walmart,Online,Mississippi,48,60.0,12.0
5507,2021-09-16,Women's Athletic Footwear,South,Walmart,Online,Mississippi,19,19.0,10.0
5508,2021-09-16,Women's Street Footwear,South,Walmart,Online,Mississippi,20,850.0,43.0
5509,2021-10-18,Women's Street Footwear,South,Walmart,Online,Mississippi,25,938.0,38.0
5510,2021-07-16,Women's Street Footwear,South,Walmart,Online,Mississippi,50,2625.0,53.0
5511,2021-08-17,Women's Street Footwear,South,Walmart,Online,Mississippi,50,2625.0,53.0
5512,2021-09-16,Women's Street Footwear,South,Walmart,Online,Mississippi,19,23.0,12.0
5513,2021-07-16,Women's Street Footwear,South,Walmart,Online,Mississippi,48,68.0,14.0
5514,2021-08-17,Women's Street Footwear,South,Walmart,Online,Mississippi,48,71.0,15.0
5515,2021-10-18,Women's Street Footwear,South,Walmart,Online,Mississippi,24,24.0,10.0
5516,2021-09-23,Men's Apparel,Southeast,Amazon,Online,Kentucky,45,900.0,20.0
5517,2021-02-22,Men's Apparel,Southeast,Amazon,Online,Kentucky,50,1000.0,20.0
5518,2021-04-22,Men's Apparel,Southeast,Amazon,Online,Kentucky,50,625.0,13.0
5519,2021-05-23,Men's Apparel,Southeast,Amazon,Online,Kentucky,50,750.0,15.0
5520,2021-06-22,Men's Apparel,Southeast,Amazon,Online,Kentucky,50,1000.0,20.0
5521,2021-08-22,Men's Apparel,Southeast,Amazon,Online,Kentucky,50,1125.0,23.0
5522,2021-07-21,Men's Apparel,Southeast,Amazon,Online,Kentucky,50,1250.0,25.0
5523,2021-03-21,Men's Apparel,Southeast,Amazon,Online,Kentucky,55,825.0,15.0
5524,2021-10-22,Men's Apparel,Southeast,Amazon,Online,Kentucky,55,825.0,15.0
5525,2021-05-23,Men's Apparel,Southeast,Amazon,Online,Kentucky,46,19.0,4.0
5526,2021-07-21,Men's Apparel,Southeast,Amazon,Online,Kentucky,46,35.0,8.0
5527,2021-03-21,Men's Apparel,Southeast,Amazon,Online,Kentucky,52,23.0,4.0
5528,2021-09-23,Men's Apparel,Southeast,Amazon,Online,Kentucky,43,25.0,6.0
5529,2021-02-22,Men's Apparel,Southeast,Amazon,Online,Kentucky,48,26.0,5.0
5530,2021-04-22,Men's Apparel,Southeast,Amazon,Online,Kentucky,47,16.0,4.0
5531,2021-06-22,Men's Apparel,Southeast,Amazon,Online,Kentucky,49,26.0,5.0
5532,2021-08-22,Men's Apparel,Southeast,Amazon,Online,Kentucky,49,32.0,7.0
5533,2021-10-22,Men's Apparel,Southeast,Amazon,Online,Kentucky,53,22.0,4.0
5534,2021-01-13,Men's Apparel,Southeast,Amazon,Online,North Carolina,45,2138.0,48.0
5535,2021-12-02,Men's Apparel,Southeast,Amazon,Online,North Carolina,70,3594.5,68.0
5536,2021-12-02,Men's Apparel,Southeast,Amazon,Online,North Carolina,65,110.0,17.0
5537,2021-01-13,Men's Apparel,Southeast,Amazon,Online,North Carolina,44,56.0,13.0
5538,2021-06-22,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,35,963.0,28.0
5539,2021-11-22,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,40,1100.0,28.0
5540,2021-04-22,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,788.0,18.0
5541,2021-03-21,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,1013.0,23.0
5542,2021-10-22,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,1238.0,28.0
5543,2021-05-23,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,1013.0,23.0
5544,2021-09-23,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,1463.0,33.0
5545,2021-07-21,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,1575.0,35.0
5546,2021-08-22,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,1575.0,35.0
5547,2021-11-22,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,39,28.0,7.0
5548,2021-08-22,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,41,37.0,9.0
5549,2021-04-22,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,41,20.0,5.0
5550,2021-06-22,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,33,25.0,8.0
5551,2021-03-21,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,41,24.0,6.0
5552,2021-09-23,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,44,41.0,9.0
5553,2021-07-21,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,44,42.0,10.0
5554,2021-10-22,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,41,34.0,8.0
5555,2021-05-23,Men's Athletic Footwear,Southeast,Amazon,Online,Kentucky,42,29.0,7.0
5556,2021-02-11,Men's Athletic Footwear,Southeast,Amazon,Online,North Carolina,35,1663.0,48.0
5557,2021-01-13,Men's Athletic Footwear,Southeast,Amazon,Online,North Carolina,35,2013.0,58.0
5558,2021-02-11,Men's Athletic Footwear,Southeast,Amazon,Online,North Carolina,33,47.0,14.0
5559,2021-01-13,Men's Athletic Footwear,Southeast,Amazon,Online,North Carolina,33,50.0,15.0
5560,2021-06-22,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,40,2100.0,53.0
5561,2021-04-22,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,45,2138.0,48.0
5562,2021-03-21,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,45,2340.0,52.0
5563,2021-11-22,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,50,2125.0,43.0
5564,2021-05-23,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,50,2600.0,52.0
5565,2021-09-23,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,50,2625.0,53.0
5566,2021-08-22,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,50,2875.0,58.0
5567,2021-07-21,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,50,3000.0,60.0
5568,2021-10-22,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,55,2475.0,45.0
5569,2021-06-22,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,36,51.0,14.0
5570,2021-03-21,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,41,64.0,16.0
5571,2021-05-23,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,49,76.0,16.0
5572,2021-11-22,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,48,59.0,12.0
5573,2021-09-23,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,48,66.0,14.0
5574,2021-08-22,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,46,77.0,17.0
5575,2021-04-22,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,41,49.0,12.0
5576,2021-07-21,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,47,79.0,17.0
5577,2021-10-22,Men's Street Footwear,Southeast,Amazon,Online,Kentucky,53,67.0,13.0
5578,2021-01-13,Men's Street Footwear,Southeast,Amazon,Online,North Carolina,35,2713.0,71.0
5579,2021-02-11,Men's Street Footwear,Southeast,Amazon,Online,North Carolina,35,2888.0,71.0
5580,2021-02-11,Men's Street Footwear,Southeast,Amazon,Online,North Carolina,32,74.0,23.0
5581,2021-01-13,Men's Street Footwear,Southeast,Amazon,Online,North Carolina,32,62.0,19.0
5582,2021-04-22,Women's Apparel,Southeast,Amazon,Online,Kentucky,40,1000.0,25.0
5583,2021-02-22,Women's Apparel,Southeast,Amazon,Online,Kentucky,40,1200.0,30.0
5584,2021-03-21,Women's Apparel,Southeast,Amazon,Online,Kentucky,45,1125.0,25.0
5585,2021-09-23,Women's Apparel,Southeast,Amazon,Online,Kentucky,50,1375.0,28.0
5586,2021-10-22,Women's Apparel,Southeast,Amazon,Online,Kentucky,55,1513.0,28.0
5587,2021-05-23,Women's Apparel,Southeast,Amazon,Online,Kentucky,55,1513.0,28.0
5588,2021-06-22,Women's Apparel,Southeast,Amazon,Online,Kentucky,55,2063.0,38.0
5589,2021-08-22,Women's Apparel,Southeast,Amazon,Online,Kentucky,55,2200.0,40.0
5590,2021-07-21,Women's Apparel,Southeast,Amazon,Online,Kentucky,55,2338.0,43.0
5591,2021-04-22,Women's Apparel,Southeast,Amazon,Online,Kentucky,36,27.0,8.0
5592,2021-10-22,Women's Apparel,Southeast,Amazon,Online,Kentucky,53,44.0,8.0
5593,2021-02-22,Women's Apparel,Southeast,Amazon,Online,Kentucky,39,30.0,8.0
5594,2021-03-21,Women's Apparel,Southeast,Amazon,Online,Kentucky,42,27.0,7.0
5595,2021-05-23,Women's Apparel,Southeast,Amazon,Online,Kentucky,51,42.0,8.0
5596,2021-09-23,Women's Apparel,Southeast,Amazon,Online,Kentucky,49,36.0,7.0
5597,2021-06-22,Women's Apparel,Southeast,Amazon,Online,Kentucky,52,53.0,10.0
5598,2021-07-21,Women's Apparel,Southeast,Amazon,Online,Kentucky,50,58.0,12.0
5599,2021-08-22,Women's Apparel,Southeast,Amazon,Online,Kentucky,51,61.0,12.0
5600,2021-01-13,Women's Apparel,Southeast,Amazon,Online,North Carolina,35,2013.0,58.0
5601,2021-12-02,Women's Apparel,Southeast,Amazon,Online,North Carolina,75,3594.5,71.0
5602,2021-01-13,Women's Apparel,Southeast,Amazon,Online,North Carolina,32,55.0,17.0
5603,2021-12-02,Women's Apparel,Southeast,Amazon,Online,North Carolina,69,155.0,23.0
5604,2021-06-22,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,30,600.0,20.0
5605,2021-02-22,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,35,438.0,13.0
5606,2021-09-23,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,35,700.0,20.0
5607,2021-03-21,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,40,400.0,10.0
5608,2021-05-23,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,40,500.0,13.0
5609,2021-07-21,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,40,900.0,23.0
5610,2021-08-22,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,40,1000.0,25.0
5611,2021-04-22,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,450.0,10.0
5612,2021-10-22,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,45,675.0,15.0
5613,2021-08-22,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,38,29.0,8.0
5614,2021-04-22,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,42,12.0,3.0
5615,2021-09-23,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,32,17.0,5.0
5616,2021-03-21,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,36,10.0,3.0
5617,2021-10-22,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,41,17.0,4.0
5618,2021-02-22,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,34,12.0,3.0
5619,2021-07-21,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,37,23.0,6.0
5620,2021-05-23,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,38,14.0,4.0
5621,2021-06-22,Women's Athletic Footwear,Southeast,Amazon,Online,Kentucky,29,15.0,5.0
5622,2021-01-13,Women's Athletic Footwear,Southeast,Amazon,Online,North Carolina,30,1275.0,43.0
5623,2021-12-02,Women's Athletic Footwear,Southeast,Amazon,Online,North Carolina,60,3594.5,68.0
5624,2021-01-13,Women's Athletic Footwear,Southeast,Amazon,Online,North Carolina,29,36.0,12.0
5625,2021-12-02,Women's Athletic Footwear,Southeast,Amazon,Online,North Carolina,55,108.0,20.0
5626,2021-06-22,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,30,675.0,23.0
5627,2021-09-23,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,35,788.0,23.0
5628,2021-03-21,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,35,875.0,25.0
5629,2021-04-22,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,40,700.0,18.0
5630,2021-05-23,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,40,800.0,20.0
5631,2021-07-21,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,40,1100.0,28.0
5632,2021-08-22,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,40,1100.0,28.0
5633,2021-10-22,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,45,788.0,18.0
5634,2021-11-22,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,45,990.0,22.0
5635,2021-03-21,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,34,25.0,7.0
5636,2021-11-22,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,41,23.0,6.0
5637,2021-05-23,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,38,22.0,6.0
5638,2021-07-21,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,38,26.0,7.0
5639,2021-09-23,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,33,21.0,7.0
5640,2021-08-22,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,36,29.0,8.0
5641,2021-10-22,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,43,20.0,5.0
5642,2021-06-22,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,28,16.0,6.0
5643,2021-04-22,Women's Street Footwear,Southeast,Amazon,Online,Kentucky,38,19.0,5.0
5644,2021-02-11,Women's Street Footwear,Southeast,Amazon,Online,North Carolina,25,1313.0,53.0
5645,2021-01-13,Women's Street Footwear,Southeast,Amazon,Online,North Carolina,25,1438.0,58.0
5646,2021-12-02,Women's Street Footwear,Southeast,Amazon,Online,North Carolina,60,3594.5,71.0
5647,2021-02-11,Women's Street Footwear,Southeast,Amazon,Online,North Carolina,23,36.0,16.0
5648,2021-12-02,Women's Street Footwear,Southeast,Amazon,Online,North Carolina,55,120.0,22.0
5649,2021-01-13,Women's Street Footwear,Southeast,Amazon,Online,North Carolina,24,40.0,17.0
5650,2020-09-21,Men's Apparel,Southeast,Foot Locker,Online,Florida,52,117.0,23.0
5651,2020-08-22,Men's Apparel,Southeast,Foot Locker,Online,Florida,53,96.0,18.0
5652,2020-08-16,Men's Apparel,Southeast,Foot Locker,Online,Florida,53,116.0,22.0
5653,2020-05-24,Men's Apparel,Southeast,Foot Locker,Online,Florida,60,121.0,20.0
5654,2020-08-10,Men's Apparel,Southeast,Foot Locker,Online,Florida,50,98.0,20.0
5655,2021-01-09,Men's Apparel,Southeast,Foot Locker,Online,Georgia,50,3594.5,71.0
5656,2021-01-09,Men's Apparel,Southeast,Foot Locker,Online,Georgia,47,89.0,19.0
5657,2021-01-20,Men's Apparel,Southeast,Foot Locker,Online,Kentucky,40,1700.0,43.0
5658,2021-12-21,Men's Apparel,Southeast,Foot Locker,Online,Kentucky,60,1350.0,23.0
5659,2021-11-22,Men's Apparel,Southeast,Foot Locker,Online,Kentucky,65,1138.0,18.0
5660,2021-12-21,Men's Apparel,Southeast,Foot Locker,Online,Kentucky,54,37.0,7.0
5661,2021-01-20,Men's Apparel,Southeast,Foot Locker,Online,Kentucky,38,44.0,12.0
5662,2021-11-22,Men's Apparel,Southeast,Foot Locker,Online,Kentucky,59,31.0,5.0
5663,2021-03-05,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,45,2813.0,63.0
5664,2021-04-06,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,50,3125.0,63.0
5665,2021-02-07,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,50,3500.0,70.0
5666,2021-09-05,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,50,3500.0,70.0
5667,2021-05-05,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,55,3594.5,70.0
5668,2021-10-07,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,55,3575.0,65.0
5669,2021-08-06,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,55,3594.5,71.0
5670,2021-06-07,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,65,3594.5,71.0
5671,2021-07-05,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,65,3594.5,71.0
5672,2021-11-06,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,70,3594.5,71.0
5673,2021-06-07,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,62,121.0,20.0
5674,2021-07-05,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,64,154.0,24.0
5675,2021-09-05,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,48,84.0,18.0
5676,2021-08-06,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,51,115.0,23.0
5677,2021-02-07,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,49,93.0,19.0
5678,2021-11-06,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,66,129.0,20.0
5679,2021-03-05,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,41,74.0,18.0
5680,2021-10-07,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,52,98.0,19.0
5681,2021-04-06,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,47,88.0,19.0
5682,2021-05-05,Men's Apparel,Southeast,Foot Locker,Online,South Carolina,53,104.0,20.0
5683,2020-10-18,Men's Athletic Footwear,Southeast,Foot Locker,Online,Florida,33,21.0,7.0
5684,2020-09-24,Men's Athletic Footwear,Southeast,Foot Locker,Online,Florida,46,117.0,26.0
5685,2020-08-19,Men's Athletic Footwear,Southeast,Foot Locker,Online,Florida,42,95.0,23.0
5686,2020-08-13,Men's Athletic Footwear,Southeast,Foot Locker,Online,Florida,43,84.0,20.0
5687,2020-04-24,Men's Athletic Footwear,Southeast,Foot Locker,Online,Florida,41,86.0,21.0
5688,2021-02-07,Men's Athletic Footwear,Southeast,Foot Locker,Online,Georgia,40,2900.0,71.0
5689,2021-01-09,Men's Athletic Footwear,Southeast,Foot Locker,Online,Georgia,40,3300.0,71.0
5690,2021-01-09,Men's Athletic Footwear,Southeast,Foot Locker,Online,Georgia,37,76.0,21.0
5691,2021-02-07,Men's Athletic Footwear,Southeast,Foot Locker,Online,Georgia,39,85.0,22.0
5692,2021-02-18,Men's Athletic Footwear,Southeast,Foot Locker,Online,Kentucky,30,1275.0,43.0
5693,2021-01-20,Men's Athletic Footwear,Southeast,Foot Locker,Online,Kentucky,30,1575.0,53.0
