,Product Name,Listing Price,Sale Price,Discount,Brand,Description,Rating,Reviews,Last Visited
1442,Men's adidas Bentton II Sandals,2499.0,1499,40,Adidas SPORT PERFORMANCE,"Premium sandal with connecting side straps for comfort and style with classic detailing Features stylish webbing straps, Diecut EVA midsole for stable cushioning and urable rubber outsole, water grip for wet and dry traction.",2.0,71,2020-04-13 15:07:11
1443,WOMEN'S ADIDAS RUNNING SOLAR BOOST SHOES,11999.0,5999,50,Adidas SPORT PERFORMANCE,"These versatile running shoes for women are designed for comfort that goes the distance. They have an upper that hugs your foot in compressive support, and a flexible outsole that adapts to your unique foot strike. Solar Propulsion Rail helps guide and propel the foot; Torsion System between the heel and forefoot for a stable ride. Tailored Fibre Placement offers stitched-in reinforcement for targeted support at the midfoot.",2.6,66,2020-04-13 15:07:11
1444,Men's Originals Swift Run Shoes,7599.0,7599,0,Adidas ORIGINALS,"Sometimes, easy is good. These adidas Swift Run Shoes make picking out a morning pair a cinch. The knit upper feels like clothes for your feet. Super-light cushioning keeps you comfy while you dominate the daily grind.",4.5,76,2020-04-13 15:07:11
1445,Women's adidas Running EdgeBounce Shoes,8999.0,4499,50,Adidas SPORT PERFORMANCE,"Not just a men's shoe in a smaller size. These neutral running shoes are made with a woman's foot shape in mind, with a more rounded heel for optimal comfort. An internal fit system built into the sockliner allows for personalized midfoot lockdown. A stretch mesh upper and springy cushioning offer lasting comfort.",4.8,58,2020-04-13 15:07:11
1446,Men's adidas Originals X_PLR S Shoes,7599.0,7599,0,Adidas ORIGINALS,"See the city by foot in the X_PLR S. These adidas shoes take the original X_PLR a step further with fresh overlays and a sculpted midsole. Soft EVA cushioning keeps your feet feeling fantastic, even when you're pounding the toughest pavement.",3.3,5,2020-04-13 15:07:11
1447,Women's adidas Running Alphabounce Instinct Shoes,8999.0,4499,50,Adidas SPORT PERFORMANCE,"The athlete's running shoe. These shoes have a seamless, supportive two-layer mesh upper. Strategic zones of reinforcement support lateral as well as linear movement. The flexible midsole offers enhanced cushioning and allows the foot to move naturally.",3.7,29,2020-04-13 15:07:11
1448,Men's adidas Originals Continental 80 Shoes,7999.0,7999,0,Adidas ORIGINALS,"Any more authentic and you'd have to wear a neon leotard. These adidas Continental 80 Shoes bring back a classic indoor workout shoe from 1980. Made of coated leather, this edition emphasises fine craftsmanship and attention to detail.",2.6,61,2020-04-13 15:07:11
1449,Men's adidas Originals Swift Run Shoes,7599.0,7599,0,Adidas ORIGINALS,"Casual day? Simple choice. Lace up your adidas Swift Run Shoes for an effortless everyday look. Pair them up with whatever you're wearing, and treat your feet to a soft feel and cushy ride. The knit upper feels like clothes for your feet. Super-light cushioning keeps you comfy while you dominate the daily grind.",1.5,84,2020-04-13 15:07:12
1450,Women's adidas Sport Inspired Courtset Shoes,4999.0,2499,50,Adidas CORE / NEO,Court-inspired style meets street-ready fashion. These women's tennis-inspired shoes feature a classic design with a soft suede upper and a rubber cupsole with a vulcanised look.,4.4,57,2020-04-13 15:07:12
1451,Men's Originals ZX Flux Shoes,7599.0,7599,0,Adidas ORIGINALS,"Honour your roots, but go your own way. Modelled on the iconic ZX 8000, the adidas ZX Flux Shoes pare down a running legend to its core, then rework it with a bold new direction. Flash the brash graphic look, and own your street-ready style with a fresh kick of confidence.",2.0,27,2020-04-13 15:07:12
1452,Women's adidas Running Solar Drive Shoes,9999.0,4999,50,Adidas SPORT PERFORMANCE,"These neutral running shoes provide reliable support and comfort as you build distance. A stability rail helps guide the foot through the gait cycle and works with responsive cushioning and a flexible outsole to deliver a smooth ride. The upper is made of lightweight, breathable mesh.",2.0,6,2020-04-13 15:07:12
1453,Women's adidas Running Solar Blaze Shoes,7599.0,7599,0,Adidas SPORT PERFORMANCE,Everything you need for a great run. These shoes have a breathable mesh upper with strategically placed support and flexible cushioning for a bouncy ride. A durable rubber outsole delivers reliable traction over long distances.,2.9,17,2020-04-13 15:07:12
1454,Men's adidas Originals Lxcon Shoes,11999.0,11999,0,Adidas ORIGINALS,"Inspired by a classic pair of running sneakers from 1994, these shoes offer a new interpretation of a vintage style. A high-profile midsole keeps the '90s vibe authentic. The textile, suede and synthetic leather upper gently hugs your foot for a soft, lightweight feel. Adiprene cushions the ride.",3.1,69,2020-04-13 15:07:12
1455,Women's adidas Sport Inspired Court 70s Shoes,5599.0,2799,50,Adidas CORE / NEO,Classic court style with stability and a minimalist approach. These women's tennis-inspired shoes give a nod to vintage design with screenprinted 3-Stripes on a leather upper. A rubber toe cap adds to the sporty look.,1.0,56,2020-04-13 15:07:12
1456,Men's adidas Originals Rivalry RM Shoes,12999.0,12999,0,Adidas ORIGINALS,"What if you infused an '80s basketball shoe with today's technology? Say hello to the adidas' Rivalry RM. The shoes are rebuilt from a classic hoops silhouette, with fewer seams and a focus on details. The cushy midsole delivers a comfortable ride.",4.0,54,2020-04-13 15:07:12
1457,Men's adidas Originals Team Court Shoes,6599.0,6599,0,Adidas ORIGINALS,"True to '80s workout designs, these men's shoes offer a simple low profile and a classic rubber cupsole. Screenprinted logos on the tongue and heel add a modern note to the clean lines. The leather upper gives Ttese shoes a soft, smooth feel.",3.0,15,2020-04-13 15:07:12
1458,Men's adidas Originals Team Court Shoes,6599.0,6599,0,Adidas ORIGINALS,"Every wardrobe needs staples. These simple, sporty adidas Team Court Shoes are designed for all-week wear. A soft, low-key leather upper means they looks good with anything. Because sometimes, you just want the classics.",4.9,40,2020-04-13 15:07:12
1459,Unisex adidas Originals Skateboarding 3MC Shoes,5999.0,3599,40,Adidas ORIGINALS,"Combining skate-friendly design with a clean, classic profile, these shoes are in their element on or off the board. Highly versatile with style for everyone, they have a monochrome canvas upper for a light, supple touch, plus a Geoflex outsole providing unmatched flexibility and grip. Heritage details include sidewalls with Gazelle-inspired texturing and the iconic heel patch.",3.9,88,2020-04-13 15:07:12
1460,Women's adidas Originals Adilette Slides,3999.0,2399,40,Adidas ORIGINALS,"Channeling '70s leisurewear looks, this version of the iconic Adilette steps out with loud, splashy color. These slides are made with a quick-dry upper. A textile lining provides a soft, step-in feel.",1.0,52,2020-04-13 15:07:12
1461,Women's adidas Sport Inspired Grand Court Base Shoes,3999.0,3999,0,Adidas CORE / NEO,A mash-up of celebrated court styles. These '70s-inspired shoes have a smooth leather-like upper. They flash perforated 3-Stripes on one side and stitched contrast 3-Stripes on the other. Ultra-soft cushioning ensures a smooth ride.,3.1,56,2020-04-13 15:07:12
1462,Women's adidas Sport Inspired Advantage Shoes,5599.0,3359,40,Adidas CORE / NEO,A court style refashioned with a streamlined design that doesn't sacrifice stability. These women's tennis-inspired shoes introduce elevated comfort to your feet with a Cloudfoam sockliner. The smooth leather upper is punctuated with perforated 3-Stripes.,2.0,68,2020-04-13 15:07:12
1463,Unisex adidas Swim Adilette TND Slides,2999.0,2999,0,Adidas CORE / NEO,"A reward for hard-working feet. After your gym session, slip on these shower-ready slides and prepare for the rest of your day. The ultra-soft footbed pairs with plush cushioning for unparalleled comfort.",5.0,55,2020-04-13 15:07:12
1464,Men's Originals Team Court Shoes,6599.0,6599,0,Adidas ORIGINALS,"True to '80s workout designs, these men's shoes offer a simple low profile and a classic rubber cupsole. Screenprinted logos on the tongue and heel add a modern note to the clean lines. The leather upper gives these shoes a soft, smooth feel.",2.5,34,2020-04-13 15:07:12
1465,Men's adidas Originals Drop Step Shoes,7599.0,7599,0,Adidas ORIGINALS,"Lace 'em up, lace 'em down. The mid-cut adidas Drop Step Shoes boast pure '80s basketball DNA and funky-fresh streetwise style. Don't blink. The padded leather upper flashes brilliant metallic accents.",3.3,31,2020-04-13 15:07:12
1466,Men's adidas Originals Drop Step Shoes,7599.0,7599,0,Adidas ORIGINALS,"Lace 'em up, lace 'em down. The mid-cut adidas Drop Step Shoes boast pure '80s basketball DNA and funky-fresh streetwise style. Don't blink. The padded leather upper flashes brilliant metallic accents.",1.0,85,2020-04-13 15:07:12
1467,Unisex adidas ORIGINALS KIEL SHOES,6999.0,3499,50,Adidas ORIGINALS,The adidas Originals Kiel unisex shoes offer perfect functionality along with style. Seamless Textile upper provides you comfort whereas the Vulcanized rubber outsole gives optimum Traction. They come in a sleek design with stitched 3-Stripes on the sides.,2.4,61,2020-04-13 15:07:12
1468,Men's Originals Drop Step Shoes,7599.0,7599,0,Adidas ORIGINALS,"Lace 'em up, lace 'em down. The mid-cut adidas Drop Step Shoes boast pure '80s basketball DNA and funky-fresh streetwise style. Don't blink. The padded leather upper flashes brilliant metallic accents.",2.4,45,2020-04-13 15:07:12
1469,Men's adidas Sports Inspired Lite Racer 2.0 Shoes,4599.0,4599,0,Adidas CORE / NEO,The ultra-lightweight build of these shoes takes a running-inspired style to the streets. A breathable mesh upper gives you lasting comfort and a soft midsole cushions each step. Seamless 3-Stripes flash your adidas pride.,2.6,73,2020-04-13 15:07:12
1470,Men's adidas Originals Supercourt Shoes,7599.0,7599,0,Adidas ORIGINALS,"Effortless and cool, just like you. A culmination of a 40-year court archive, the adidas Supercourt Shoes give your sweats an instant upgrade and put heritage style in every step. What's new: The faux nubuck upper and fleece lining keep your feet warmer than ever before.",3.7,33,2020-04-13 15:07:12
1471,Women's adidas Running SenseBoost GO Shoes,10999.0,6599,40,Adidas SPORT PERFORMANCE,"Designed for the ever-changing urban landscape, these running shoes have a lightweight knit upper that follows the natural movement of your stride. The wide platform provides support for lateral movement, and responsive cushioning returns energy with every step.",4.8,26,2020-04-13 15:07:12
1472,Women's adidas Running Adizero Boston 8 Shoes,10999.0,6599,40,Adidas SPORT PERFORMANCE,"These women's race-ready shoes deliver maximum comfort from the starting gun to the finish line. Ideal for long-distance training, they feature responsive Boost cushioning for the highest level of energy return. A stability rail helps guide your stride, and the engineered mesh upper locks down your heel and midfoot for a secure fit. The rubber Stretchweb outsole is inspired by adidas' fastest running shoe for a smooth, flexible ride.",2.5,11,2020-04-13 15:07:12
1473,Women's adidas Running SenseBoost GO Shoes,10999.0,6599,40,Adidas SPORT PERFORMANCE,"Designed for the ever-changing urban landscape, these running shoes have a lightweight knit upper that follows the natural movement of your stride. The wide platform provides support for lateral movement, and responsive cushioning returns energy with every step.",3.8,97,2020-04-13 15:07:12
1474,Men's adidas Running Universal Works Ultraboost 19 Shoes,16049.0,19999,0,Adidas ORIGINALS,"Created by designer David Keyte, Universal Works takes inspiration from workwear, sportswear and touchstones of English culture to create a mature, refined expression of British style. An avid runner, Keyte has collaborated with adidas on garments inspired by running in England's cold and wet winter months. These shoes combine comfort and performance with a seamless adidas Primeknit 360 upper engineered to stretch and support your foot. Optimized Boost maximizes energy return, and a 3D heel frame gives a locked-down fit for natural heel movement.",3.9,94,2020-04-13 15:07:12
1475,Men's adidas Running Universal Works Ultraboost 19 Shoes,16049.0,19999,0,Adidas ORIGINALS,"Created by designer David Keyte, Universal Works takes inspiration from workwear, sportswear and touchstones of English culture to create a mature, refined expression of British style. An avid runner, Keyte has collaborated with adidas on garments inspired by running in England's cold and wet winter months. These shoes combine comfort and performance with a seamless adidas Primeknit 360 upper engineered to stretch and support your foot. Optimized Boost maximizes energy return, and a 3D heel frame gives a locked-down fit for natural heel movement.",2.7,44,2020-04-13 15:07:12
1476,Men's adidas Originals Superstar MG Shoes,7999.0,7999,0,Adidas ORIGINALS,"An icon for half a century, the adidas Superstar shoe has been shaped on streets, stages and the hardwood. By the people who wear it, and by the world they find themselves in. It has spanned generations and broken boundaries. These adidas Superstar MG Shoes shake things up. You could say it's a tradition. They now have a distinctive, high-walled rubber mud guard. The unmistakable rubber shell toe roots them in history.",5.0,90,2020-04-13 15:07:12
1477,Men's adidas Originals Supercourt Shoes,7599.0,7599,0,Adidas ORIGINALS,"Effortless and cool, just like you. A culmination of a 40-year court archive, the adidas Supercourt Shoes give your sweats an instant upgrade and put heritage style in every step. What's new: The faux nubuck upper and fleece lining keep your feet warmer than ever before.",2.7,46,2020-04-13 15:07:12
1478,Men's adidas Running Jerzo Shoes,5299.0,5299,0,Adidas CORE / NEO,These men's running shoes keep you comfortable so you stay focused on your goals. They feature breathable mesh upper with a supportive cage that wraps around the midfoot to give you stability where you need it most and durable Rubber outsole for long-lasting wear.,3.4,22,2020-04-13 15:07:13
1479,Men's adidas Originals Deerupt Runner Shoes,8999.0,8999,0,Adidas ORIGINALS,"Lightweight and collapsible for easy travel, these Deerupt shoes offer a striking signature aesthetic. A net overlay extends from upper to midsole for a textured look. The mesh webbing adds light compression that feels snug and comfortable.",3.0,81,2020-04-13 15:07:13
1480,Men's Running Ancho Shoes,4999.0,4999,0,Adidas CORE / NEO,"A well cushioned shoe with a fresher look that will appeal to young runners. Features Textile-Mesh upper for maximum ventilation, lightstrike IMEVA midsole and durable Rubber outsole for long-lasting wear.",1.5,96,2020-04-13 15:07:13
1481,Men's adidas Originals Superstar MG Shoes,7999.0,7999,0,Adidas ORIGINALS,"The adidas Superstar shoe has spanned generations andhas been embraced by them over the decades. Made their own and then passed down. It has dominated the hardwood and made statements on the streets. And today it once again evolves with these Superstar MG Shoes. A distinctive, high-walled rubber mud guard gives them a fresh take while the unmistakable rubber shell toe grounds them in history.",3.9,6,2020-04-13 15:07:13
1482,Men's adidas Originals Swift Run RF Shoes,7599.0,7599,0,Adidas ORIGINALS,These Swift Run RF Shoes borrow style from the track. They sport a supportive textile upper and lightweight cushioned outsole to keep you comfy no matter what the day throws at you.,2.7,24,2020-04-13 15:07:13
1483,MEN'S ADIDAS SPORT INSPIRED CLOUDFOAM LITE RACER SHOES,5999.0,2999,50,Adidas CORE / NEO,"Move through your day with ease and streamlined style in these running-inspired shoes. The breathable upper is made of sporty closed mesh, while Cloudfoam cushioning provides all-day comfort.",2.9,13,2020-04-13 15:07:13
1484,men's adidas originals NEIGHBORHOOD CHOP SHOP SHOES,16049.0,8999,50,Adidas ORIGINALS,"adidas Originals teams up with Tokyo-based label NEIGHBORHOOD on these men's shoes, a mix of adidas heritage and modern Japanese design. Inspired by the Campus, these shoes revamp the look and feel, combining an adidas Primeknit upper with ultra-responsive Boost cushioning.",4.7,45,2020-04-13 15:07:13
1485,Unisex adidas Originals Marathon Tech Shoes,11999.0,5999,50,Adidas ORIGINALS,"These shoes follow in the style steps of adidas' first trail shoe, the Marathon TR. The vintage-inspired upper is a mix of breathable mesh and synthetic suede, with iconic 3-Stripes branding. Extra comfort comes from the Boost midsole, which gives durable cushioning.",4.3,72,2020-04-13 15:07:13
1486,Men's Running Ancho Shoes,4999.0,4999,0,Adidas CORE / NEO,"A well cushioned shoe with a fresher look that will appeal to young runners. Features Textile-Mesh upper for maximum ventilation, lightstrike IMEVA midsole and durable Rubber outsole for long-lasting wear.",4.9,15,2020-04-13 15:07:13
1487,Men's adidas Sport Inspired VL Court 2.0 Shoes,4999.0,2499,50,Adidas CORE / NEO,"Tennis-inspired style with a modern look. These shoes offer the premium look of a synthetic leather upper. A rubber cupsole gives comfort and ease to every stride, and stitched-on 3-Stripes add adidas pride.",5.0,33,2020-04-13 15:07:13
1488,Men's adidas Sport Inspired Questar Flow Shoes,6999.0,4199,40,Adidas CORE / NEO,Light on your feet. Ready for the streets. These running-inspired shoes give the textured knit upper a modern edge with floating 3-Stripes integrated into the lacing system. Ultra-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.,3.5,95,2020-04-13 15:07:13
1489,Men's adidas Running Solar Blaze Shoes,7999.0,3999,50,Adidas SPORT PERFORMANCE,"Half-marathon or full, when you've locked in your training plan, these running shoes are built to help you meet your goals. With a design inspired by aerospace engineering, the neutral shoes have a mesh upper with stitched-in reinforcement for lightweight support. Flexible cushioning puts a spring in your stride.",3.4,9,2020-04-13 15:07:13
1490,Men's adidas Originals White Mountaineering X Terrex Agravic Speed+ Shoes,16049.0,8999,50,Adidas ORIGINALS,"Ready to breeze through alpine trails, these running shoes are built with a lightweight and breathable mesh upper. Inspired by mountain bike tires, the rubber outsole is designed to hug the terrain for sure-footed grip. These shoes are exclusively designed with Japanese label White Mountaineering.",3.9,21,2020-04-13 15:07:13
1491,MEN'S ADIDAS OUTDOOR NAHA SHOES,5999.0,2999,50,Adidas SPORT PERFORMANCE,"Get maximum support, comfort and a refreshed look with these adidas Naha shoes for men comes wit a classic style. Mesh and synthetic upper with EVA midsole for maximum impact cushioning. It's Super High Traction Rubber for optimal grip in wet conditions.",4.3,88,2020-04-13 15:07:13
1492,MEN'S ADIDAS RUNNING AEROBOUNCE 2 SHOES,8999.0,4499,50,Adidas SPORT PERFORMANCE,"Built for long-distance running, these men's shoes balance comfort and support in a lightweight build. Suede lining in the breathable mesh upper has a soft feel against your foot. A-frame lacing and midfoot banding provide a locked-down fit.",3.2,52,2020-04-13 15:07:13
1493,Men's adidas Running Kalus 1.0 Shoes,4599.0,2299,50,Adidas CORE / NEO,"A well cushioned shoe with a fresher look that will appeal to young runners. Features Mesh upper for maximum ventilation, lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear.",3.8,52,2020-04-13 15:07:13
1494,Men's adidas Running PureBounce+ Street Shoes,7999.0,3999,50,Adidas SPORT PERFORMANCE,"Made for fast runs on city streets, these shoes have a wide forefoot for added support and stability during side-to-side movement. Flexible cushioning delivers long-lasting comfort and a low-to-the-ground feel.",3.9,21,2020-04-13 15:07:13
1495,Men's adidas Swim Bise Slippers,1499.0,899,40,Adidas CORE / NEO,The adidas Bise slippers for men. The Thong construction with interesting material mix provides comfort and style. Textured rubber outsole for lightweight comfort.,4.1,38,2020-04-13 15:07:13
1496,Men's Running EnergyFalcon Shoes,7599.0,7599,0,Adidas CORE / NEO,"Dig deep. These running shoes have a supportive, free-motion design that offers the stability and comfort you need to reach your goals. From the first step, the cushioning feels pillow-soft. The molded heel allows your Achilles to move freely while a midfoot support panel provides a natural fit. The durable outsole is made to log many miles.",3.5,12,2020-04-13 15:07:13
1497,Men's adidas Originals Rivalry Low Shoes,7599.0,4559,40,Adidas ORIGINALS,"Recalling the golden age of '80s hoops style, these shoes refresh a classic silhouette. The low top build pairs a clean leather upper with a bold cupsole design. A woven tongue label pulled from the archives keeps the look authentic.",5.0,70,2020-04-13 15:07:13
1498,MEN'S ADIDAS ORIGINALS SAMBA OG SHOES,7999.0,7999,0,Adidas ORIGINALS,"Universally recognised, always in style. The Samba is the original football trainer turned streetwear favourite. This pair is built with a smooth leather upper with suede overlays to recreate the look and feel of the original. A low-to-the-ground gum rubber outsole gives these shoes a classic foundation.",3.3,96,2020-04-13 15:07:13
1499,Men's adidas Running Bolter Shoes,4299.0,2149,50,Adidas CORE / NEO,"These men's running shoes keep you comfortable so you stay focused on your running goals. They feature a breathable mesh upper with a comfort collar, while a moulded overlay provides lightweight support. The plush Cloudfoam midsole delivers ultra-soft cushioning.",4.9,83,2020-04-13 15:07:13
1500,Men's Sport Inspired PokÃ©mon Phosphere Shoes,6999.0,6999,0,Adidas CORE / NEO,Inspiration for every battle. Lace into these running-style shoes for lasting comfort with eye-catching style. A circular knit upper supports the foot and a soft midsole cushions every step. PokÃ©monâ?¢ graphics on the tongue round out the look.,4.4,72,2020-04-13 15:07:13
1501,Men's adidas Originals U_Path Run Shoes,7999.0,7999,0,Adidas ORIGINALS,"The U_Path Run offers a sleek combination of retro and modern. These shoes are built of soft, breathable mesh for everyday wear. The D-ring lacing system adds a distinctive look and the bungee heel piece gives extra support. A lightweight EVA midsole adds all-day wearability.",3.5,27,2020-04-13 15:07:13
1502,Men's adidas Sport Inspired Kaptur Shoes,4599.0,2299,50,Adidas CORE / NEO,"These lightweight running-inspired shoes for men give all round comfort, cushioning, durability & support in a simplistic design. The two-tone mesh upper ensure breathability and durability. Lightstrike EVA midsole gives you cushioning you need everyday and Rubber outsole provides durability.",2.7,87,2020-04-13 15:07:13
1503,Men's adidas Running Adi Pacer 4.0 Shoes,3599.0,1799,50,Adidas CORE / NEO,The sleek looking adidas Adi Pacer 3.0 running shoes for men crafted with Synthetic overlays with Mesh upper and an interesting contrast color detail on side and back. The full Rubber outsole that provides durability.,4.2,44,2020-04-13 15:07:14
1504,Men's adidas Originals Skateboarding 3MC Shoes,5999.0,3599,40,Adidas ORIGINALS,"Designed for skate but with an easy, everyday style. These shoes have a durable canvas and nylon upper that holds up to regular skate sessions. A flexible rubber outsole provides superior grip on your board. Targeted cushioning in the heel helps absorb impact for when you're riding hard.",4.0,80,2020-04-13 15:07:14
1505,Men's adidas Outdoor Fassar Sandals,2799.0,1679,40,Adidas SPORT PERFORMANCE,"Step out in these adidas Fassar sandals for men. A light yet well covered sandal with an interesting mix of materials and textures, the Synthetic upper has a adjustable straps with Die-cut EVA midsole for stable cushioning and Textured footbed for comfort. They come with an Abrasion resistant Rubber outsole with wet and dry traction pattern and a protective toe-lip.",4.1,33,2020-04-13 15:07:14
1506,Men's adidas Originals Superstar Shoes,7999.0,7999,0,Adidas ORIGINALS,"Originally made for basketball courts in the '70s. Championed by hip hop royalty in the '80s. An icon on the streets of today. A splash of contemporary collegiate colour captures all the magic of the arena and pays homage to the most important basketball event of the year. Both a nod to the past and a cue to the new, graffiti inscription on the tongue celebrates the shoe's journey through history. The durable rubber shell toe that helped top players shoot hoops remains. Recognised the world over. The only challenge left? Make it your own.",2.2,37,2020-04-13 15:07:14
1507,Men's adidas Running 8K Shoes,5599.0,2799,50,Adidas CORE / NEO,"Give a boost to your running or jogging sessions wearing these 8K running shoes for men. Featuring mesh and suede upper, these lace-ups are durable, light in weight and comfortable to wear. Furthermore, the grooved rubber outsole will provide better traction on the different surfaces.",3.1,14,2020-04-13 15:07:14
1508,Men's adidas Running Duramo 9 Shoes,6599.0,3299,50,Adidas CORE / NEO,"These men's versatile running shoes are ideal for the treadmill or the trail. They feature a mesh upper for breathability and a seamless print overlay for additional support. Pillow-soft Cloudfoam cushions every stride, while the durable outsole holds up to everyday wear.",2.5,27,2020-04-13 15:07:14
1509,MEN'S ADIDAS RUNNING GALAXY 4 SHOES,5299.0,2649,50,Adidas CORE / NEO,Plush comfort delivers a cloudlike ride. These men's running shoes have a soft cloudfoam midsole for a cushioned response to every touchdown. The breathable mesh upper with a moulded overlay offers breathability and lightweight support. A durable outsole provides long-lasting wear.,4.3,18,2020-04-13 15:07:14
1510,Men's adidas Running Asweerun Shoes,5599.0,2799,50,Adidas CORE / NEO,"Aspire to greatness. These running shoes are made with an airy, lightweight mesh upper. The durable rubber outsole grips the pavement for added stability. A cushioned midsole brings comfort to each step.",2.7,84,2020-04-13 15:07:14
1511,Men's adidas Sport Inspired Court Adapt Shoes,5999.0,2999,50,Adidas CORE / NEO,"These tennis-inspired shoes elevate their style game off the court with a knit upper and decorative laces. The slip-on look has a seamless, sock-like construction with an ultra-soft Cloudfoam sockliner for added comfort throughout your day.",1.5,1,2020-04-13 15:07:14
1512,Men's adidas Originals Yung-96 Chasm Shoes,7999.0,4799,40,Adidas ORIGINALS,"Daring and unabashedly eccentric, Yung-96 captures the rebellious spirit of the 1990s. This seasonal version features wavy overlays that mirror the '96 Yung Chasm, an archival running shoe. The shoes are made of supple leather and offer a supportive, cushioned feel.",4.4,51,2020-04-13 15:07:14
1513,Men's adidas Originals Gazelle Shoes,7999.0,4799,40,Adidas ORIGINALS,These shoes are a faithful reissue of the 1991 Gazelle. They retain the design lines and graceful silhouette of the original. The soft nubuck upper is done in archival colours with contrast 3-Stripes and heel tab.,3.9,78,2020-04-13 15:07:14
1514,Men's adidas Originals Nizza Shoes,5999.0,3599,40,Adidas ORIGINALS,"adidas Originals brings back a classic with these Nizza Low shoes. Originally conceived as basketball trainers, their clean looks and casual design made them a style hit on the streets",2.4,46,2020-04-13 15:07:14
1515,Men's adidas Originals Continental 80 Shoes,7999.0,4799,40,Adidas ORIGINALS,"Dial it back to the '80s, when sneakers designed for tennis and aerobics became everyday staples. These shoes are an authentic reissue of the late-'80s adidas Continental. Made of soft leather, they come with a distinctive split cupsole.",2.8,44,2020-04-13 15:07:14
1516,Men's adidas Originals Samba RM Shoes,11999.0,7199,40,Adidas ORIGINALS,"An instant icon since its '50s debut as an indoor trainer, the Samba is timeless. These shoes stay true to their legacy while modernising the design with streamlined proportions and state-of-the-art cushioning. They're made of suede and ballistic nylon overlays. A hidden full-length Boost midsole gives responsive cushioning.",4.7,37,2020-04-13 15:07:14
1517,MEN'S ADIDAS SPORT INSPIRED VS ADVANTAGE CLEAN SHOES,4599.0,2299,50,Adidas CORE / NEO,Style stripped down to the essentials without sacrificing stability. These tennis-inspired shoes feature a straightforward look with a leather-like upper on a rubber cupsole. Perforated 3-Stripes add a fashionable touch. A heel pull offers easy on and off.,3.7,24,2020-04-13 15:07:14
1518,Men's Originals Samba OG Shoes,7599.0,5319,30,Adidas ORIGINALS,"Designed for football way back in 1950, the adidas Samba was just too stylish to stay on the pitch. Now it's beloved around the world as a street style classic. These shoes stick close to the authentic design with soft leather, a suede toe bumper and the iconic pivot-point outsole.",4.8,14,2020-04-13 15:07:14
1519,Men's adidas Originals Supercourt Shoes,7999.0,4799,40,Adidas ORIGINALS,The Supercourt serves up crisp court style with a modern look. These shoes show off tennis-whites shades and are constructed with a supple leather upper and a classic rubber cupsole.,3.8,76,2020-04-13 15:07:14
1520,Men's adidas Originals Deerupt Runner Shoes,8999.0,5399,40,Adidas ORIGINALS,"Minimalist and effortlessly chic, Deerupt is defined by a striking grid-wrapped design. These shoes flash a tonal graphic on the tongue. The flexible mesh upper is easy to pack and delivers a snug, comfortable feel.",4.5,5,2020-04-13 15:07:14
1521,Men's adidas Originals Rivalry Low Shoes,7599.0,4559,40,Adidas ORIGINALS,"Recalling the golden age of '80s hoops style, these shoes refresh a classic silhouette. The low top build pairs leather upper with a bold design. A woven tongue label pulled from the archives keeps the look authentic.",1.5,85,2020-04-13 15:07:15
1522,Women's adidas Running Pulseboost HD Winter Shoes,12999.0,7799,40,Adidas SPORT PERFORMANCE,Feel the rhythm of the city under your feet. These shoes provide durable comfort and reliable traction for running in any weather. They have a ballistic nylon upper that sheds rain and snow. Responsive cushioning returns energy to your stride. The durable outsole helps keep footing secure in wet or slippery conditions.,4.4,92,2020-04-13 15:07:15
1523,Men's adidas Originals Pharrell Williams X BYW CNY Shoes,16049.0,10999,50,Adidas ORIGINALS,"Pharrell Williams and adidas celebrate the traditions of Chinese New Year. The fish is associated with abundance, and a fish dish at dinner is an integral part of the festivities. These BYW shoes feature an adaptive, flexible adidas Primeknit upper with a pattern inspired by fish scales. Boost provides responsive cushioning and incredible energy return.",3.9,30,2020-04-13 15:07:15
1524,Men's adidas Originals Forest Grove Shoes,6599.0,3959,40,Adidas ORIGINALS,"Based on the game-changing Oregon running shoes, the Forest Grove was released in 1982, at a time when recreational jogging was an American obsession. This update has a lightweight mesh upper with plush nubuck and a distinctive web-wrapped midsole that stays true to the original design.",4.3,36,2020-04-13 15:07:15
1525,Men's adidas Originals Yung-96 Chasm Shoes,7999.0,4799,40,Adidas ORIGINALS,"Daring and unabashedly eccentric, Yung-96 captures the rebellious spirit of the 1990s. This seasonal version features wavy overlays that mirror the '96 Yung Chasm, an archival running shoe. Inspired by pop art, the colors recall laundry detergent packaging. The shoes are made of supple leather and offer a supportive, cushioned feel.",2.8,63,2020-04-13 15:07:15
1526,Women's adidas Running PulseBoost HD Shoes,12999.0,7799,40,Adidas SPORT PERFORMANCE,"Feel the city heartbeat under your feet. Designed for urban running, these shoes are made of breathable knit with a foot-hugging fit. Strategically placed non-stretch zones provide midfoot support, and low-profile cushioning delivers a responsive ride. A reflective badge contains the coordinates for the key running cities of Berlin, New York and Paris.",1.5,49,2020-04-13 15:07:15
1527,Men's adidas Originals Continental 80 Shoes,7999.0,4799,40,Adidas ORIGINALS,"Just like their 1980s namesake, these shoes combine versatility with good looks. They're made with a patent leather upper for upgraded style. A distinctive split cupsole and curved webbing stripe complete the retro vibe.",3.0,58,2020-04-13 15:07:15
