,Factory Name,Factory Type,Product Type Type,"Nike, Inc. Brand(s)",Supplier Group,Address,City,State,Country / Region,Region,Total Workers,Line Workers,% Female Workers,% Migrant Workers
245,LION BROTHERS FAR EAST,FINISHED GOODS - COMPONENTS,Apparel,Nike,LION BROTHERS,No  62 Upper North Lane 4 Shangnan Industrial Zone,Shenzhen,Guangdong,China,N ASIA,355.0,265.0,51.0,0.0
246,Long Chuan Simona Footwear Co. Ltd,FINISHED GOODS,Footwear,Nike,STELLA,Xin cheng Long Chuan,HeYuan,Guangdong,China,N ASIA,4546.0,3835.0,87.0,0.0
247,"Long Fa Shoes Industrial Huizhou Co., Ltd.",FINISHED GOODS,Footwear,Nike,DEAN SHOES,"LONGTING INDUS. PARK, LONGXI TOWN, BOLUO COUNTY",Huizhou,Guangdong,China,N ASIA,4636.5,4012.0,57.0,0.0
248,"Long Yue Shoes Industrial Hui Zhou Co.,Ltd.",FINISHED GOODS - COMPONENTS,Footwear,Nike,DEAN SHOES,Longting Industrial Zone Longxi Town Boluo County,Huizhou,Guangdong,China,N ASIA,480.0,403.0,70.0,0.0
249,"Longchuan Somona Footwear Co.,Ltd Wuhua Branch",FINISHED GOODS - COMPONENTS,Footwear,Nike,STELLA,Shuizhai Industry Garden,Meizhou,Guangdong,China,N ASIA,882.0,828.0,92.0,0.0
250,"Longhui Stella Footwear Co., Ltd",FINISHED GOODS - COMPONENTS,Footwear,Nike,STELLA,South east Industrial Park,Shaoyang City,Hunan,China,N ASIA,730.0,641.0,89.0,0.0
251,Longway Vietnam Company Limited,FINISHED GOODS,Equipment,Nike,LONGWAY,Lot HC1 Route 3 Xuyen A Industrial Zone,Duc Hoa,Long An,Vietnam,SE ASIA,1275.0,1100.0,76.0,0.0
252,LONGWELL COMPANY LTD.,FINISHED GOODS,Footwear,Nike,DEAN SHOES,"Dau Giay Industrial Park,",Huyen Thong Nhat,Ðng Nai,Vietnam,SE ASIA,4636.5,4012.0,90.0,0.0
253,Lotus Footwear Enterprises Limited Unit-2,FINISHED GOODS,Footwear,Nike,FENG TAY,Plot 3C Sipcot Industrial Park Mangal Village Mathur post,Near Kanchipuram,Tamil Nadu,India,S ASIA,4594.0,4012.0,63.0,0.0
254,Fairway Enterprises Company Ltd (India Branch) - Unit 1,FINISHED GOODS,Footwear,Nike,FENG TAY,Plot no G 1B SIPCOT Industrial Park,KRISHNAGIRI,Tamil Nadu,India,S ASIA,4636.5,4012.0,54.0,0.0
255,Lucky Star Vietnam Garment Company Limited,FINISHED GOODS,Apparel,Nike,LUCKY STAR,No 108 part of lot D road No 3 Dong An IP Binh Hoa Ward,Thuan An ,Bình Duong,Vietnam,SE ASIA,963.0,863.0,76.0,0.0
256,"LUCKYTEX SOC TRANG VIETNAM CO., LTD",FINISHED GOODS,Apparel,Nike,TUNTEX,LOT H AN NGHIEP INDUSTRIAL ZONE AN HIEP  WARD,Soc Trang,Sóc Trang,Vietnam,SE ASIA,865.0,579.0,75.0,2.0
257,M S STYLE TEXTILE (PVT.) LIMITED (SUNDER) - unit VI,FINISHED GOODS,Apparel,Nike,STYLE TEXTILE,PLOT NO 143 to 146 and 151 to 155,Lahore,Punjab,Pakistan,S ASIA,4636.5,4012.0,15.0,0.0
258,Majestic Athletic,FINISHED GOODS,Apparel,Nike,FANATICS,2320 Newlins Mill Rd,Easton,Pennsylvania,USA,AMERICAS,519.0,417.0,65.0,0.0
259,"MANUFACTURE OF ARTISTIC BELT & ACCESSORIES CO., LTD.",FINISHED GOODS,Equipment,Nike,ARTISTIC BELT AND ACCESSORIES,"Factory 7, DE1B & DE1 St., My Phuoc 3 Industrial Park,",Ben Cat Town,Bình Duong,Vietnam,SE ASIA,37.0,27.0,85.0,2.5
260,MAPLE COMPANY LIMITED,FINISHED GOODS,Apparel,Nike,RAMATEX,No 120 Road No 14 VSIP Hai Phong Township,Hai Phong City,Hai Phong,Vietnam,SE ASIA,2628.0,2223.0,72.0,0.0
261,Marbelys,FINISHED GOODS,Apparel,Nike,MARBELYS,4ta Calle Final 4 00 zona 2,San Pedro Sacatepequez,Sacatepéquez,Guatemala,AMERICAS,182.0,161.0,56.0,0.0
262,Marbelys 2,FINISHED GOODS,Apparel,Nike,MARBELYS,5a Avenida 0 03 zona 2,San Pedro Sacatepequez,Sacatepéquez,Guatemala,AMERICAS,104.0,101.0,56.0,0.0
263,Marchon Italia Srl a SU,FINISHED GOODS,Equipment,Nike,MARCHON,V.le Alpago 151,Alpago,Belluno,Italy,EMEA,283.0,143.0,59.0,0.0
264,"MARVEL GARMENT CO.,LTD.",FINISHED GOODS,Apparel,Nike,SHENZHOU,PPSEZ Beung Thom 3 village,Phnom Penh,Phnom Penh,Cambodia,SE ASIA,4636.5,4012.0,88.0,2.5
265,MAS Active Pvt Ltd - Contourline Division,FINISHED GOODS,Apparel,Nike,MAS HOLDINGS,No 231 Nawala Road,Nugegoda,Colombo,Sri Lanka,S ASIA,2357.0,1739.0,84.0,0.0
266,MAS Al Safi Apparel Manufacturing LLC ,FINISHED GOODS,Apparel,Nike,MAS HOLDINGS,Dulailet Alhamaideh Leb and Mlaih,Madaba,Madaba,Jordan,EMEA,575.0,421.0,80.0,2.5
267,MAS Fabrics (Private) Limited - Matrix,FINISHED GOODS - COMPONENTS,Apparel,Nike,MAS HOLDINGS,MAS Fabric park,Warakapola ,Kegalla,Sri Lanka,S ASIA,1172.0,677.0,46.0,0.0
268,MAS FABRICS (PRIVATE) LIMITED – INTIMO DIVISION,MATERIALS,Apparel,Nike,MAS HOLDINGS,MAS Fabric Park,Thulhiriya,Kurunegala,Sri Lanka,S ASIA,1380.0,696.0,21.0,0.0
269,Mas Fabrics Pvt Ltd - Methliya,FINISHED GOODS,Apparel,Nike,MAS HOLDINGS,Mas Fabric Park,Kegalle,Kegalla,Sri Lanka,S ASIA,2885.0,2282.0,86.0,0.0
270,MAS KREEDA  Vaanavil ,FINISHED GOODS,Apparel,Nike,MAS HOLDINGS,Plot No 2 Agriculture Faculty Road,Kilinochchi,Kilinochchi,Sri Lanka,S ASIA,2353.0,2272.0,67.0,0.0
271,MAS KREEDA Balangoda ,FINISHED GOODS,Apparel,Nike,MAS HOLDINGS,Weligepola Road,Balangoda,Ratnapura,Sri Lanka,S ASIA,1170.0,1075.0,90.0,0.0
272,MAS KREEDA Intimo,FINISHED GOODS,Apparel,Nike,MAS HOLDINGS,Lot 49 58 59 BEPZ,Colombo,Colombo,Sri Lanka,S ASIA,235.0,165.0,85.0,0.0
273,MAS KREEDA Mihintale ,FINISHED GOODS,Apparel,Nike,MAS HOLDINGS,Isuru Uyana,Mihintale,Anuradhapura,Sri Lanka,S ASIA,1121.0,956.0,96.0,0.0
274,MAS KREEDA Shadeline ,FINISHED GOODS,Apparel,Nike,MAS HOLDINGS,MAPAKADEWEWA,MAHIYANGANAYA,Monaragala,Sri Lanka,S ASIA,156.0,123.0,85.0,0.0
275,MAS KREEDA Synergy ,FINISHED GOODS,Apparel,Nike,MAS HOLDINGS,A3 Seethawaka Export Processing zone,Avissawella,Colombo,Sri Lanka,S ASIA,2432.0,2312.0,65.0,0.0
276,MAXIM IMPRESSION LANKA (PVT) LTD,MATERIALS,Apparel,Nike,MAXIM,62 4 Habarakada Homagama,Homagama,Colombo,Sri Lanka,S ASIA,168.0,96.0,28.0,0.0
277,"Maxim Label and Packaging Vietnam Co., Ltd",MATERIALS,Apparel,Nike,MAXIM,No 33  6th Street,Thuan An,Bình Duong,Vietnam,SE ASIA,661.0,391.0,54.0,2.5
278,MAXIM SMART MANUFACTURING CO LTD,MATERIALS,Apparel,Nike,MAXIM,No 398 Jinxiu Rd Yaozhuang Town Jiashan,Jiaxing,Zhejiang,China,N ASIA,590.0,293.0,62.0,0.0
279,Maxport Limited (Viet Nam) - Thai Binh Branch,FINISHED GOODS,Apparel,Nike,MAXPORT,Lot with area of 110238 m2,Vu Thu,Thái Bình,Vietnam,SE ASIA,2755.0,2341.0,75.0,0.0
280,MAXPORT LIMITED VIET NAM _ NAM DINH BRANCH MAXPORT 06,FINISHED GOODS,Apparel,Nike,MAXPORT,No 361 Nguyen Van Troi,Nam Dinh,Nam Ðnh,Vietnam,SE ASIA,453.0,402.0,87.0,0.0
281,MAXPORT LIMITED VIET NAM NAM DINH BRANCH MAXPORT 05,FINISHED GOODS,Apparel,Nike,MAXPORT,Lot No85 Map No44,Nam Dinh,Nam Ðnh,Vietnam,SE ASIA,1504.0,1222.0,83.0,0.0
282,"MEN CHUEN VIETNAM CO.,  LTD.",MATERIALS,Apparel,Nike,MEN CHUEN,7A Road Nhon Trach II Industrial Zone,Dong Nai,Ðng Nai,Vietnam,SE ASIA,255.0,82.0,36.0,2.5
283,Milteks Tekstil Sanayi ve Ticaret A S,FINISHED GOODS,Apparel,Nike,MILTEKS,Bakir ve Pirinc Sanayicileri Sitesi,Istanbul,Istanbul,Turkey,EMEA,182.0,85.0,43.0,0.0
284,Milteks Tekstil Sanayi Ve Ticaret A.S. Ajara Textile Ltd,FINISHED GOODS,Apparel,Nike,MILTEKS,"3 Tbeti Street, King Tamara Distr.",Batumi,Ajaria,Georgia,EMEA,671.0,582.0,88.0,0.0
285,Minone Enterprises Co Ltd,FINISHED GOODS,Equipment,Nike,MINONE,253 MOO 6 NONGBOT SUBDISTRICT,NANGRONG,Buri Ram,Thailand,SE ASIA,599.0,474.0,77.0,0.0
286,NAM THIEN COMPANY LIMITED,FINISHED GOODS,Apparel,Nike,SOUTH ISLAND,Lot IV No 13 No 4 Street,Ho Chi Minh,Ho Chi Minh,Vietnam,SE ASIA,466.0,402.0,78.0,0.0
287,NAN YANG,MATERIALS,Apparel,Nike,NAN YANG,19 Moo 5 Setakit Road Tamai,Krathoomban,Samut Sakhon,Thailand,SE ASIA,788.0,655.0,46.0,2.5
288,Nan Yang Garment,FINISHED GOODS,Apparel,Nike,NAN YANG,37 Moo 5 Ladyao Banrai Rd,Ladyao Nakhonsawan,Nakhon Sawan,Thailand,SE ASIA,1029.0,605.0,78.0,0.0
289,"NAN YANG GARMENT CO., LTD.",FINISHED GOODS,Apparel,Nike,NAN YANG,27 Phetkasem Rd,Nongkham,Bangkok,Thailand,SE ASIA,1130.0,945.0,66.0,2.5
290,"Nan Yang Garment Co., Ltd.",FINISHED GOODS,Apparel,Nike,NAN YANG,99 1 Moo 4 Banna,Wachirabaramee,Phichit,Thailand,SE ASIA,1672.0,1550.0,76.0,0.0
291,"NAN YANG GARMENT CO.,LTD",FINISHED GOODS,Apparel,Nike,NAN YANG,166 168 170 172 Moo 1,Sampran,Nakhon Pathom,Thailand,SE ASIA,1425.0,1365.0,65.0,2.5
292,"Nantong Nafung Gym Equipment Co.,Ltd",FINISHED GOODS,Equipment,Nike,NNG,Group 2 Tongshan Village Yuelai Town Haimen District,Nantong,Jiangsu,China,N ASIA,26.0,22.0,54.0,0.0
293,National Emblem Wang Chu Embroidery Co.,FINISHED GOODS - COMPONENTS,Apparel,Nike,NATIONAL EMBLEM,5F  No 3  Aly 11 Ln  327,New Taipei City,New Taipei,Taiwan,N ASIA,14.0,10.0,100.0,2.5
294,NICE APPAREL COMPANY LIMITED,FINISHED GOODS,Apparel,Nike,NICE APPAREL,2 7 8 slash 1 to 3 Soi Ngamwongwan 25  Yaek 19,MUANG DISTRICT,Nonthaburi,Thailand,SE ASIA,1067.0,666.0,71.0,2.5
295,NICE APPAREL COMPANY LIMITED,FINISHED GOODS,Apparel,Nike,NICE APPAREL,369 Moo 4 Manjakiri Road Muang Khonkaen,Khonkaen,Khon Kaen,Thailand,SE ASIA,1134.0,688.0,68.0,0.0
296,Nice Apparel Company Limited Branch Chumphae,FINISHED GOODS,Apparel,Nike,NICE APPAREL,219 Moo 2 Maliwan Road T Non Udom,Chumpae,Khon Kaen,Thailand,SE ASIA,3294.0,3215.0,72.0,0.0
297,Ningbo Bell Garment Industrial Co. Ltd,FINISHED GOODS,Apparel,Nike,NINGBO BELL,No 422 Jianghu Road Jiangbei Investment Zone C,Ningbo,Zhejiang,China,N ASIA,127.0,104.0,74.0,0.0
298,Ningbo Eastex,FINISHED GOODS,Apparel,Nike,NINGBO EASTEX,No 218 Shun Tai Road Zhenhai District,Ningbo,Zhejiang,China,N ASIA,180.0,153.0,50.0,0.0
299,"Ningbo Huayao Textile co.,ltd",FINISHED GOODS,Apparel,Nike,SHENZHOU,No 888 Tinhai Road Chunxiao Industrial Zone,Ningbo,Zhejiang,China,N ASIA,613.0,550.0,86.0,0.0
300,Ningbo Shenzhou Knitting Co. Ltd,FINISHED GOODS,Apparel,Nike,SHENZHOU,50 TianMuShan Road,Ningbo,Zhejiang,China,N ASIA,2612.0,2447.0,71.0,0.0
301,NINGBO SHENZHOU KNITTING CO. LTD. (PRINTING MILL & MC),FINISHED GOODS,Apparel,Nike,SHENZHOU,NO 636 Fuchunjiang Road,Ningbo,Zhejiang,China,N ASIA,626.0,547.0,49.0,0.0
302,Ningbo Shenzhou Knitting Co. Ltd. -#6 Garment Factory,FINISHED GOODS,Apparel,Nike,SHENZHOU,INTERSECTION OF DAGANG ROAD 5th ROAD,NingBo,Zhejiang,China,N ASIA,2352.0,2100.0,70.0,0.0
303,"NINGBO SHENZHOU KNITTING CO., LTD",MATERIALS,Apparel,Nike,SHENZHOU,No 18 Yongjiang Rd,Ningbo,Zhejiang,China,N ASIA,4636.5,4012.0,38.0,0.0
304,NV Apparel Company Limited,FINISHED GOODS,Apparel,Nike,NICE APPAREL,Lot C1 Binh Hoa Industrial Zone Chau Thanh An Giang,An Giang,An Giang,Vietnam,SE ASIA,2999.0,2882.0,78.0,0.0
305,"Olive Apparel (Cambodia) Co., Ltd",FINISHED GOODS,Apparel,Nike,RAMATEX,National Road No 3 Phum Prey Kambot,Phnom Penh,Phnom Penh,Cambodia,SE ASIA,3404.0,3166.0,89.0,0.0
306,"Oregon Screen Impressions, Inc.",FINISHED GOODS,Apparel,Nike,OREGON SCREEN IMPRESSIONS,3580 NE Broadway,Portland,Oregon,USA,AMERICAS,101.0,71.0,65.0,0.0
307,ORIENTAL GARMENT AN GIANG CO LTD,FINISHED GOODS,Apparel,Nike,ORIENTAL GARMENT,PLOT K BINH HOA IZ BINH HOA COMMUNE CHAU THANH DISTRICT,AN GIANG,An Giang,Vietnam,SE ASIA,607.0,529.0,81.0,0.0
308,"Oriental Garment Co., Ltd – Nongbuadang",FINISHED GOODS,Apparel,Nike,ORIENTAL GARMENT,178 Moo 17,Nongbuadang,Chaiyaphum,Thailand,SE ASIA,349.0,346.0,71.0,0.0
309,ORIGINAL APPAREL PRIVATE LIMITED,FINISHED GOODS,Apparel,Nike,MAS HOLDINGS,Weerawila Junction ,Weerawila,Hambantota,Sri Lanka,S ASIA,540.0,464.0,85.0,0.0
310,"Pacific Athletic Wear, Inc. ",FINISHED GOODS,Apparel,Nike,PACIFIC ATHLETIC WEAR,7340 Lampson Avenue,Garden Grove,California,USA,AMERICAS,101.0,86.0,65.0,0.0
311,PAIHO (DONGGUAN 3),MATERIALS,Footwear,Nike,PAIHO GROUP,HUANBAO INDUSTRY DISTRICT,DONGGUAN,Guangdong,China,N ASIA,1800.0,950.0,55.0,0.0
312,PAIHO (TAIWAN)- Knitting,MATERIALS,Footwear,Nike,PAIHO GROUP,"NO 575 HO KANG ROAD HO MEI TOWN CHANG HUA HSIEN,CHANG HUA HSIEN,Changhua",CHANG HUA HSIEN,Changhua,Taiwan,N ASIA,813.0,462.0,58.0,2.5
313,PAIHO (VIETNAM),MATERIALS,Footwear,Nike,PAIHO GROUP,Lot 30 32 34 No3 Road Tan Tao Industrial Park,Ho Chi Minh City,Ho Chi Minh,Vietnam,SE ASIA,3097.0,2481.0,53.0,2.0
314,PAIHO (WUXI 1),MATERIALS,Apparel,Nike,PAIHO GROUP,NO 18 HEXIN RD XISHAN ECONOMIC DEVELOPMENT ZONE,WUXI CITY,Jiangsu,China,N ASIA,981.0,685.0,80.0,2.0
315,"Papillion Textile (Cambodia) Co., Ltd",FINISHED GOODS,Apparel,Nike,TUNTEX,Vattanac II Industry Park National Road No 3,Phnom Penh,Phnom Penh,Cambodia,SE ASIA,1161.0,1054.0,95.0,0.0
316,"Paramount Apparel International, LLC.",FINISHED GOODS,Apparel,Nike,PARAMOUNT,1916 Imperial Way,Bourbon,Missouri,USA,AMERICAS,293.0,92.0,60.0,0.0
317,Paramount Apparel LLC. Winona MO,FINISHED GOODS,Apparel,Nike,PARAMOUNT,Highway 19,Winona,Missouri,USA,AMERICAS,115.0,109.0,60.0,0.0
318,Paxar Packaging Guangzhou Ltd.,MATERIALS,Apparel,Nike,AVERY DENNISON,Tan Shan Village  Hua Long Town  Panyu,Guangzhou,Guangdong,China,N ASIA,4049.0,2756.0,47.0,0.0
319,PETTENATI,FINISHED GOODS,Apparel,Nike,PETTENATI,Rod RSC 453 Km 2 4,Caxias Do Sul,Rio Grande do Sul,Brazil,AMERICAS,596.0,478.0,88.0,2.5
320,PETTENATI CENTRO AMERICA S.A. DE C.V.,MATERIALS,Apparel,Nike,PETTENATI,Km 42 Carretera A Santa Ana, Coatepeque,Santa Ana,El Salvador,AMERICAS,850.0,760.0,20.0,1.0
321,"PHUC TAI TAY NINH CO., LTD",FINISHED GOODS,Footwear,Nike,SPORTS GEAR,Lot B7 Tan Hoi Industrial cluster,Tay Ninh,Tây Ninh,Vietnam,SE ASIA,350.0,309.0,85.0,0.0
322,"Pilotknit Sport Wear Co.,ltd.",FINISHED GOODS,Apparel,Nike,PILOT,89 13 Moo 2 Rama ll Road T Kokkrabur,Muang,Samut Sakhon,Thailand,SE ASIA,752.0,656.0,64.0,2.5
323,Pine Tree Company for Textile Manufacturing PSC,FINISHED GOODS,Apparel,Nike,RAMATEX,AL-MUWAQQAR INDUSTRIAL ESTATE,AMMAN,Amman,Jordan,EMEA,2286.0,2039.0,69.0,2.5
324,"Pinghu Lipai Bags and Luggage Co., Ltd.",FINISHED GOODS,Equipment,Nike,PINGHU LIPAI,No123 Hehe Road,Pinghu,Zhejiang,China,N ASIA,191.0,163.0,75.0,0.0
325,Pingxiang City Guangxuan Footwear Co. Ltd.,FINISHED GOODS - COMPONENTS,Footwear,Nike,SHOETOWN,"Zhuting industrial zone, Xuanfeng town, Luxi county Pingxiang city,",Pingxiang,Jiangxi,China,N ASIA,842.0,760.0,95.0,0.0
326,PMI Joinease plastic & metal products,FINISHED GOODS,Equipment,Nike,PMI JOINEASE,Mutoutan Group No 2 Lizhidun Villiage,Hui Zhou,Guangdong,China,N ASIA,1121.0,854.0,49.0,0.0
327,PONY LEATHER CORPORATION (TAIWAN),MATERIALS,Footwear,Nike,PONY LEATHER CORPORATION,NO 191 SEC 3 CHUNG SHAN ROAD,Changhua,Changhua,Taiwan,N ASIA,250.0,190.0,40.0,0.0
328,Pou Chen Corporation,FINISHED GOODS,Footwear,Nike,POU CHEN,"No. 2, Fugong Rd, Fuxing Township",Changhua,Changhua,Taiwan,N ASIA,1750.0,512.0,64.0,0.0
329,Pou Chen Vietnam Enterprise Ltd.,FINISHED GOODS,Footwear,Nike,POU CHEN,"Nguyen Ai Quoc Street, An Hoa Quarter, Hoa An Ward,",Bien Hoa City,Ðng Nai,Vietnam,SE ASIA,4636.5,4012.0,83.0,0.0
330,POVOLO SRL,FINISHED GOODS,Apparel,Nike,POVOLO,VIA GRAN BRETAGNA 1,Gallarate,Varese,Italy,EMEA,24.0,16.0,92.0,2.5
331,PPSEC COMPANY LIMITED,FINISHED GOODS - COMPONENTS,Apparel,Nike,SEC ACCESSORIES,Phnom Penh Special Economic Zone,Phnom Penh,Phnom Penh,Cambodia,SE ASIA,370.0,220.0,6.0,2.5
332,PRIME ASIA (CHINA),MATERIALS,Footwear,Nike,PRIME ASIA,YUE YUEN INDUSTRIAL PARK,"Dongguan,Guangdong",Guangdong,China,N ASIA,878.0,588.0,37.0,0.0
333,PRIME ASIA (VIETNAM),MATERIALS,Footwear,Nike,PRIME ASIA,LOT V 2 MY XUAN A2 INDUSTRIAL ZONE TAN THANH DISTRICT,VungTau,Bà Ra - Vung Tàu,Vietnam,SE ASIA,1428.0,940.0,58.0,0.0
334,"Pro Kingtex Vietnam Co., Ltd",FINISHED GOODS,Apparel,Nike,EAGLE NICE,D10/89 Q National High Way 1A Tan Tao Ward Binh Tan District,HO CHI MINH CITY,Ho Chi Minh,Vietnam,SE ASIA,2087.0,1227.0,83.0,1.0
335,PROMAX TEXTILE (VIETNAM) CO. LTD,MATERIALS,Apparel,Nike,PROMAX TEXTILE,NO 33 6TH ROAD FORMOSA ZONE,Dong Nai,Ðng Nai,Vietnam,SE ASIA,868.0,788.0,20.0,2.5
336,PT Adis Dimension Footwear,FINISHED GOODS,Footwear,Nike,SHOETOWN,Jl. Raya Serang Km. 24,Tangerang,Banten,Indonesia,S ASIA,4636.5,4012.0,51.0,0.0
337,PT Batang Apparel Indonesia,FINISHED GOODS,Apparel,Nike,KUKDONG,Nanom Desa Wringin Gintung Kecamatan,Batang,Jawa Tengah,Indonesia,S ASIA,2163.0,2024.0,84.0,0.0
338,PT Chang Shin Indonesia,FINISHED GOODS,Footwear,Nike,CHANGSHIN,Jl Ir H Juanda No 008,Karawang,Jawa Barat,Indonesia,S ASIA,2058.0,1828.0,78.0,0.0
339,PT DAEWON ECO INDONESIA,MATERIALS,Footwear,Nike,DAEWON,Jl Pinang Blok F23 No 11E and 11F Delta Silicon 3,Bekasi,Jawa Barat,Indonesia,S ASIA,37.0,20.0,9.0,2.5
340,PT Dayup Indo,FINISHED GOODS,Equipment,Nike,DAYUP,NUSANTARA BONDED ZONE KBN MADURA STREET 6 BLOCK D13A,JAKARTA,Jakarta Raya,Indonesia,S ASIA,1220.0,1118.0,94.0,0.0
341,PT Eagle Nice Indonesia,FINISHED GOODS,Apparel,Nike,EAGLE NICE,JL Raya Serang,Kabupaten Serang,Banten,Indonesia,S ASIA,2906.0,1989.0,73.0,1.0
342,PT ECLAT TEXTILE INTERNATIONAL,FINISHED GOODS,Apparel,Nike,ECLAT,Jl SAPTARENGGA No 11 Kel Wonorejo Kec Kaliwungu,Kendal,Jawa Tengah,Indonesia,S ASIA,3041.0,2843.0,95.0,1.0
343,PT KMK Global Sports / K1,FINISHED GOODS,Footwear,Nike,KMK,Cikupa Mas Industrial Estate and Warehouse,Tangerang,Banten,Indonesia,S ASIA,4636.5,4012.0,85.0,0.0
344,PT Lucky Textile Semarang Demak,FINISHED GOODS,Apparel,Nike,TUNTEX,Dukuh Tegalrejo RT 001 RW 002,Demak,Jawa Tengah,Indonesia,S ASIA,1442.0,1192.0,95.0,1.0
345,PT MAS ARYA INDONESIA,FINISHED GOODS,Apparel,Nike,MAS HOLDINGS,Tugu Wijaya Road VI 7 Kawasan Industri,Semarang,Jawa,Indonesia,S ASIA,2110.0,1960.0,100.0,1.0
346,PT Mercindo Global Manufaktur,FINISHED GOODS,Equipment,Nike,MERCINDO,Jl Raya Semarang Bawen Km 29 Desa Samban Bawen,Ungaran,Jawa Tengah,Indonesia,S ASIA,2416.0,2287.0,72.0,0.0
347,PT Mitra Garindo Perkasa,FINISHED GOODS,Apparel,Nike,MAP,JL Pancasila V 21 Cicadas Gunung Putri Bogor,Bogor,Jawa Barat,Indonesia,S ASIA,759.0,658.0,86.0,0.0
348,PT Morich Indo Fashion,FINISHED GOODS,Apparel,Nike,MORICH,JL RAYA KARANGJATI KM 25 GEMBONGAN KARANGJATI BERGAS,UNGARAN,Jawa Tengah,Indonesia,S ASIA,2566.0,2450.0,78.0,0.0
349,PT Nikomas Gemilang,FINISHED GOODS,Footwear,Nike,POU CHEN,Jalan Raya Serang KM71 Desa Tambak Kibin,Serang,Banten,Indonesia,S ASIA,4636.5,4012.0,84.0,0.0
350,PT PAXAR INDONESIA (AVERY DENNISON GROUP),MATERIALS,Apparel,Nike,AVERY DENNISON,Jalan Inti1  Blok C1 No 14,Bekasi,Jawa Barat,Indonesia,S ASIA,488.0,350.0,20.0,0.0
351,PT Pratama Abadi Industri,FINISHED GOODS,Footwear,Nike,PRATAMA,Jl. Raya Serpong Km. 7,Tangerang Selatan,Banten,Indonesia,S ASIA,4636.5,4012.0,83.0,0.0
352,PT PRATAMA ABADI INDUSTRI,FINISHED GOODS,Footwear,Nike,PRATAMA,Jalan Raya Bandung Tasikmalaya KM 43 Desa Cijolang,Garut,Jawa Barat,Indonesia,S ASIA,4636.5,4012.0,94.0,0.0
353,PT PRATAMA ABADI INDUSTRI,FINISHED GOODS,Footwear,Nike,PRATAMA,Jl Sukabumi Cianjur KM14 Sukabumi West Java,Sukabumi,Jawa Barat,Indonesia,S ASIA,4636.5,4012.0,82.0,0.0
354,PT Rodeo Prima Jaya,FINISHED GOODS,Apparel,Nike,PRIMA,Jl Raya Kaligawe Km 7 Semarang,Semarang,Jawa Tengah,Indonesia,S ASIA,609.0,560.0,89.0,0.0
355,PT SELALU CINTA INDONESIA,FINISHED GOODS,Footwear,Nike,KMK,JL LINGKAR SELATAN SALATIGA DUSUN TETEP ,SALATIGA,Jawa Tengah,Indonesia,S ASIA,4636.5,4012.0,84.0,0.0
356,PT Semarang Garment,FINISHED GOODS,Apparel,Nike,KUKDONG,JL Soekarno Hatta Km 25,Semarang,Jawa Tengah,Indonesia,S ASIA,3646.0,3383.0,94.0,0.0
357,PT Shoetown Kasokandel Indonesia,FINISHED GOODS - COMPONENTS,Footwear,Nike,SHOETOWN,Jalan Raya Sumedang Cirebon,Majalengka,Banten,Indonesia,S ASIA,4636.5,4012.0,49.0,0.0
358,PT Sport Glove Indonesia ,FINISHED GOODS,Equipment,Nike,PT SPORT,Dusun Krandon Desa Pandowoharjo Sleman Yogyakarta Indonesia,Sleman,Yogyakarta,Indonesia,S ASIA,1626.0,1429.0,76.0,0.0
359,PT Tong Hong Tannery,MATERIALS,Footwear,Nike,TONG HONG,KAWASAN INDUSTRI MODERN CIKANDE ,Kabupaten Serang,Banten,Indonesia,S ASIA,287.0,237.0,45.0,2.5
360,PT Trigoldenstar Wisesa,FINISHED GOODS,Apparel,Nike,TRIGOLDENSTAR,Jl Rumambe Desa Anggadita Kec Klari,Karawang,Jawa Barat,Indonesia,S ASIA,132.0,98.0,80.0,0.0
361,PT Tuntex Garment Indonesia-TGR,FINISHED GOODS,Apparel,Nike,TUNTEX,JLN MOH TOHA KM2 No 29,Tangerang,Banten,Indonesia,S ASIA,41.0,1.0,98.0,2.5
362,PT Victory Chingluh Indonesia,FINISHED GOODS,Footwear,Nike,CHING LUH,JL Raya Pasarkemis Rajeg,Tangerang,Banten,Indonesia,S ASIA,4322.0,4012.0,55.0,0.0
363,PT Victory Chingluh Indonesia,FINISHED GOODS,Footwear,Nike,CHING LUH,"Jl. Otonom Pasar Kemis No.48/49 RT.003/RW.004, Pasar Kemis",Tangerang,Banten,Indonesia,S ASIA,4636.5,4012.0,74.0,0.0
364,PT YC TEC INDONESIA,FINISHED GOODS - COMPONENTS,Footwear,Nike,YC TEC CORPORATION,Kp Cisantri RT 002 RW001,Purwakarta,Jawa Barat,Indonesia,S ASIA,746.0,679.0,60.0,1.0
365,PT. CCH INDONESIA,FINISHED GOODS,Apparel,Nike,CHUAN CHENG,Jl Desa Giriasih No 16,Bandung Barat,Jawa Barat,Indonesia,S ASIA,1840.0,1695.0,61.0,0.0
366,PT. CHANGSHIN  REKSA JAYA,FINISHED GOODS,Footwear,Nike,CHANGSHIN,Kp Karang Mekar RT 002 RW 008,GARUT,Jawa Barat,Indonesia,S ASIA,4636.5,4012.0,97.0,0.0
367,PT. CHING LUH INDONESIA,FINISHED GOODS,Footwear,Nike,CHING LUH,JL. Raya Serang Km.16,Cikupa,Banten,Indonesia,S ASIA,4636.5,4012.0,77.0,0.0
